States,Transaction_Year,Quarters,District,Transaction_Type,Transaction_Count
telangana,2021,1,nalgonda district,TOTAL,19628854223.156055
telangana,2021,1,jangaon district,TOTAL,6973669289.332452
telangana,2021,1,bhadradri kothagudem district,TOTAL,13659056643.17039
telangana,2021,1,warangal rural district,TOTAL,7121440709.901886
telangana,2021,1,kumuram bheem asifabad district,TOTAL,3157992830.7553616
telangana,2021,1,nizamabad district,TOTAL,14665519256.295437
telangana,2021,1,adilabad district,TOTAL,4215815167.282011
telangana,2021,1,rajanna sircilla district,TOTAL,5260861081.591412
telangana,2021,1,nagarkurnool district,TOTAL,10257144532.350464
telangana,2021,1,peddapalle district,TOTAL,10786831118.767836
telangana,2021,1,nirmal district,TOTAL,5096550372.246416
telangana,2021,1,mahabubabad district,TOTAL,6803110882.943872
telangana,2021,1,sangareddy district,TOTAL,23546322114.765312
telangana,2021,1,wanaparthy district,TOTAL,5057446529.389015
telangana,2021,1,vikarabad district,TOTAL,6288645224.650791
telangana,2021,1,jagtial district,TOTAL,8495922767.498055
telangana,2021,1,yadadri bhuvanagiri district,TOTAL,10482121487.112892
telangana,2021,1,medak district,TOTAL,6251716708.054497
telangana,2021,1,mahbubnagar district,TOTAL,9130053733.193928
telangana,2021,1,jaya shankar bhalupally district,TOTAL,5545124764.415361
telangana,2021,1,warangal urban district,TOTAL,28292658503.028107
telangana,2021,1,rangareddy district,TOTAL,98883148961.30931
telangana,2021,1,hyderabad district,TOTAL,316572388133.7874
telangana,2021,1,suryapet district,TOTAL,11053139673.870525
telangana,2021,1,jogulamba gadwal district,TOTAL,4982989534.247987
telangana,2021,1,kamareddy district,TOTAL,7016072957.359794
telangana,2021,1,mulugu district,TOTAL,3293242509.204965
telangana,2021,1,medchal malkajgiri district,TOTAL,87516738646.29623
telangana,2021,1,karimnagar district,TOTAL,15385243676.854752
telangana,2021,1,mancherial district,TOTAL,11065632622.696743
telangana,2021,1,siddipet district,TOTAL,11905435424.43538
telangana,2021,1,khammam district,TOTAL,17657527187.368073
jammu-&-kashmir,2019,4,muzaffarabad district,TOTAL,33490.7377982426
jammu-&-kashmir,2019,4,doda district,TOTAL,13087031.76313566
jammu-&-kashmir,2019,4,samba district,TOTAL,53713327.351715714
jammu-&-kashmir,2019,4,mirpur district,TOTAL,3841256.042835106
jammu-&-kashmir,2019,4,srinagar district,TOTAL,474222741.4546555
jammu-&-kashmir,2019,4,baramulla district,TOTAL,30863315.57342449
jammu-&-kashmir,2019,4,jammu district,TOTAL,928579096.2076488
jammu-&-kashmir,2019,4,ganderbal district,TOTAL,4743500.871029498
jammu-&-kashmir,2019,4,udhampur district,TOTAL,91344412.2796205
jammu-&-kashmir,2019,4,bandipore district,TOTAL,1680075.8498654477
jammu-&-kashmir,2019,4,reasi district,TOTAL,43788337.944249794
jammu-&-kashmir,2019,4,shopian district,TOTAL,648555.5507799082
jammu-&-kashmir,2019,4,poonch district,TOTAL,37926598.592978455
jammu-&-kashmir,2019,4,kathua district,TOTAL,83151146.69576254
jammu-&-kashmir,2019,4,kishtwar district,TOTAL,9695993.464283273
jammu-&-kashmir,2019,4,pulwama district,TOTAL,9185346.443124529
jammu-&-kashmir,2019,4,ramban district,TOTAL,49372161.637940705
jammu-&-kashmir,2019,4,rajouri district,TOTAL,65942824.07004503
jammu-&-kashmir,2019,4,kulgam district,TOTAL,982047.0576332739
jammu-&-kashmir,2019,4,budgam district,TOTAL,11629862.550543789
jammu-&-kashmir,2019,4,anantnag district,TOTAL,11464594.84393266
jammu-&-kashmir,2019,4,kupwara district,TOTAL,3800280.8395930566
jammu-&-kashmir,2019,2,muzaffarabad district,TOTAL,1356184.7873196776
jammu-&-kashmir,2019,2,doda district,TOTAL,74037772.87435512
jammu-&-kashmir,2019,2,samba district,TOTAL,142027333.5175769
jammu-&-kashmir,2019,2,mirpur district,TOTAL,25540990.107606493
jammu-&-kashmir,2019,2,srinagar district,TOTAL,1997435095.3858333
jammu-&-kashmir,2019,2,baramulla district,TOTAL,324305667.3040718
jammu-&-kashmir,2019,2,jammu district,TOTAL,1521238563.9344492
jammu-&-kashmir,2019,2,ganderbal district,TOTAL,87050223.77363622
jammu-&-kashmir,2019,2,udhampur district,TOTAL,212612443.68697757
jammu-&-kashmir,2019,2,bandipore district,TOTAL,86691218.6373212
jammu-&-kashmir,2019,2,reasi district,TOTAL,91038294.73353264
jammu-&-kashmir,2019,2,shopian district,TOTAL,47839036.06601636
jammu-&-kashmir,2019,2,poonch district,TOTAL,120247830.87705097
jammu-&-kashmir,2019,2,kathua district,TOTAL,140667309.65092766
jammu-&-kashmir,2019,2,kishtwar district,TOTAL,36238981.23104668
jammu-&-kashmir,2019,2,pulwama district,TOTAL,192069086.39596564
jammu-&-kashmir,2019,2,ramban district,TOTAL,87397686.35956638
jammu-&-kashmir,2019,2,rajouri district,TOTAL,189339489.0274282
jammu-&-kashmir,2019,2,kulgam district,TOTAL,70172206.0431724
jammu-&-kashmir,2019,2,budgam district,TOTAL,244724342.9971184
jammu-&-kashmir,2019,2,anantnag district,TOTAL,176892916.91069663
jammu-&-kashmir,2019,2,kupwara district,TOTAL,231219527.26181516
jammu-&-kashmir,2019,3,muzaffarabad district,TOTAL,878367.6864000999
jammu-&-kashmir,2019,3,doda district,TOTAL,39001610.496151924
jammu-&-kashmir,2019,3,samba district,TOTAL,83363005.10981622
jammu-&-kashmir,2019,3,mirpur district,TOTAL,11882521.929194864
jammu-&-kashmir,2019,3,srinagar district,TOTAL,1391918063.9301224
jammu-&-kashmir,2019,3,baramulla district,TOTAL,164311812.1144624
jammu-&-kashmir,2019,3,jammu district,TOTAL,885413982.5256196
jammu-&-kashmir,2019,3,ganderbal district,TOTAL,58009547.84811531
jammu-&-kashmir,2019,3,udhampur district,TOTAL,135163022.78214857
jammu-&-kashmir,2019,3,bandipore district,TOTAL,42396418.66176845
jammu-&-kashmir,2019,3,reasi district,TOTAL,59225448.98924215
jammu-&-kashmir,2019,3,shopian district,TOTAL,16229882.153781377
jammu-&-kashmir,2019,3,poonch district,TOTAL,75145778.40317626
jammu-&-kashmir,2019,3,kathua district,TOTAL,90084615.95369668
jammu-&-kashmir,2019,3,kishtwar district,TOTAL,21173636.241557535
jammu-&-kashmir,2019,3,pulwama district,TOTAL,104266797.68078922
jammu-&-kashmir,2019,3,ramban district,TOTAL,69645588.74289
jammu-&-kashmir,2019,3,rajouri district,TOTAL,112169651.6625633
jammu-&-kashmir,2019,3,kulgam district,TOTAL,33851231.999382496
jammu-&-kashmir,2019,3,budgam district,TOTAL,114191268.29962389
jammu-&-kashmir,2019,3,anantnag district,TOTAL,117282515.54028721
jammu-&-kashmir,2019,3,kupwara district,TOTAL,118625723.03167562
jammu-&-kashmir,2019,1,muzaffarabad district,TOTAL,802634.3065277553
jammu-&-kashmir,2019,1,doda district,TOTAL,52638941.01283811
jammu-&-kashmir,2019,1,samba district,TOTAL,119636659.29644221
jammu-&-kashmir,2019,1,mirpur district,TOTAL,17006249.140305094
jammu-&-kashmir,2019,1,srinagar district,TOTAL,595281412.755115
jammu-&-kashmir,2019,1,baramulla district,TOTAL,235373167.04939288
jammu-&-kashmir,2019,1,jammu district,TOTAL,880021398.3075252
jammu-&-kashmir,2019,1,ganderbal district,TOTAL,53435135.4465961
jammu-&-kashmir,2019,1,udhampur district,TOTAL,165236170.74876732
jammu-&-kashmir,2019,1,bandipore district,TOTAL,57896061.76627199
jammu-&-kashmir,2019,1,reasi district,TOTAL,66524100.007024944
jammu-&-kashmir,2019,1,shopian district,TOTAL,29280786.002076503
jammu-&-kashmir,2019,1,poonch district,TOTAL,2702486522.9746447
jammu-&-kashmir,2019,1,kathua district,TOTAL,123437204.57869422
jammu-&-kashmir,2019,1,kishtwar district,TOTAL,24577316.528928503
jammu-&-kashmir,2019,1,pulwama district,TOTAL,128624249.28698528
jammu-&-kashmir,2019,1,ramban district,TOTAL,51349078.85543774
jammu-&-kashmir,2019,1,rajouri district,TOTAL,133203926.99960737
jammu-&-kashmir,2019,1,kulgam district,TOTAL,58528128.30016053
jammu-&-kashmir,2019,1,budgam district,TOTAL,182507224.81175336
jammu-&-kashmir,2019,1,anantnag district,TOTAL,115882661.62980533
jammu-&-kashmir,2019,1,kupwara district,TOTAL,158106446.71607158
jammu-&-kashmir,2022,4,muzaffarabad district,TOTAL,35055780.855990365
jammu-&-kashmir,2022,4,doda district,TOTAL,629795395.8400228
jammu-&-kashmir,2022,4,samba district,TOTAL,1822006887.441403
jammu-&-kashmir,2022,4,mirpur district,TOTAL,184917178.2132864
jammu-&-kashmir,2022,4,srinagar district,TOTAL,5356773720.96018
jammu-&-kashmir,2022,4,baramulla district,TOTAL,2370515820.01391
jammu-&-kashmir,2022,4,jammu district,TOTAL,15674936388.296492
jammu-&-kashmir,2022,4,ganderbal district,TOTAL,597517710.9861526
jammu-&-kashmir,2022,4,udhampur district,TOTAL,2035000646.9887607
jammu-&-kashmir,2022,4,bandipore district,TOTAL,626896193.6954811
jammu-&-kashmir,2022,4,reasi district,TOTAL,1146621584.5183542
jammu-&-kashmir,2022,4,shopian district,TOTAL,610805803.8629034
jammu-&-kashmir,2022,4,poonch district,TOTAL,1050594398.560792
jammu-&-kashmir,2022,4,kathua district,TOTAL,1765328885.276795
jammu-&-kashmir,2022,4,kishtwar district,TOTAL,387202223.58237594
jammu-&-kashmir,2022,4,pulwama district,TOTAL,1594427876.0287037
jammu-&-kashmir,2022,4,ramban district,TOTAL,692350601.4061894
jammu-&-kashmir,2022,4,rajouri district,TOTAL,1476623503.222388
jammu-&-kashmir,2022,4,kulgam district,TOTAL,837066487.4013662
jammu-&-kashmir,2022,4,budgam district,TOTAL,1932170615.5444055
jammu-&-kashmir,2022,4,anantnag district,TOTAL,1684090753.6075988
jammu-&-kashmir,2022,4,kupwara district,TOTAL,1804597459.1902237
jammu-&-kashmir,2022,2,muzaffarabad district,TOTAL,33449179.766689982
jammu-&-kashmir,2022,2,doda district,TOTAL,563086389.1667428
jammu-&-kashmir,2022,2,samba district,TOTAL,1573110669.1012697
jammu-&-kashmir,2022,2,mirpur district,TOTAL,166355428.48376888
jammu-&-kashmir,2022,2,srinagar district,TOTAL,9640282801.134443
jammu-&-kashmir,2022,2,baramulla district,TOTAL,2154959862.6085277
jammu-&-kashmir,2022,2,jammu district,TOTAL,14880950856.224466
jammu-&-kashmir,2022,2,ganderbal district,TOTAL,736411674.659951
jammu-&-kashmir,2022,2,udhampur district,TOTAL,1877648827.4614248
jammu-&-kashmir,2022,2,bandipore district,TOTAL,621882624.2601936
jammu-&-kashmir,2022,2,reasi district,TOTAL,1063805328.4910237
jammu-&-kashmir,2022,2,shopian district,TOTAL,434290103.6395203
jammu-&-kashmir,2022,2,poonch district,TOTAL,884012060.8643444
jammu-&-kashmir,2022,2,kathua district,TOTAL,1514113031.121934
jammu-&-kashmir,2022,2,kishtwar district,TOTAL,322575247.5125381
jammu-&-kashmir,2022,2,pulwama district,TOTAL,1527002272.083313
jammu-&-kashmir,2022,2,ramban district,TOTAL,607095737.0299164
jammu-&-kashmir,2022,2,rajouri district,TOTAL,1321641184.8698494
jammu-&-kashmir,2022,2,kulgam district,TOTAL,650870806.9906567
jammu-&-kashmir,2022,2,budgam district,TOTAL,1977187447.2169597
jammu-&-kashmir,2022,2,anantnag district,TOTAL,1884518051.065606
jammu-&-kashmir,2022,2,kupwara district,TOTAL,1819041252.88245
jammu-&-kashmir,2022,3,muzaffarabad district,TOTAL,36613737.026607536
jammu-&-kashmir,2022,3,doda district,TOTAL,609472501.3634437
jammu-&-kashmir,2022,3,samba district,TOTAL,1581915447.7990084
jammu-&-kashmir,2022,3,mirpur district,TOTAL,165963511.14880985
jammu-&-kashmir,2022,3,srinagar district,TOTAL,4804161643.106109
jammu-&-kashmir,2022,3,baramulla district,TOTAL,2203515919.7910256
jammu-&-kashmir,2022,3,jammu district,TOTAL,13607597636.170393
jammu-&-kashmir,2022,3,ganderbal district,TOTAL,930632192.6087635
jammu-&-kashmir,2022,3,udhampur district,TOTAL,1863833971.9477148
jammu-&-kashmir,2022,3,bandipore district,TOTAL,668983199.9584781
jammu-&-kashmir,2022,3,reasi district,TOTAL,1072011932.774343
jammu-&-kashmir,2022,3,shopian district,TOTAL,501659068.4017532
jammu-&-kashmir,2022,3,poonch district,TOTAL,897489057.0183108
jammu-&-kashmir,2022,3,kathua district,TOTAL,1473463666.339784
jammu-&-kashmir,2022,3,kishtwar district,TOTAL,396196222.3084749
jammu-&-kashmir,2022,3,pulwama district,TOTAL,1623093820.1695747
jammu-&-kashmir,2022,3,ramban district,TOTAL,680698346.3950101
jammu-&-kashmir,2022,3,rajouri district,TOTAL,1320001714.339793
jammu-&-kashmir,2022,3,kulgam district,TOTAL,763535701.9158515
jammu-&-kashmir,2022,3,budgam district,TOTAL,1992489881.6152542
jammu-&-kashmir,2022,3,anantnag district,TOTAL,1939518538.6283112
jammu-&-kashmir,2022,3,kupwara district,TOTAL,1830706791.4213793
jammu-&-kashmir,2022,1,muzaffarabad district,TOTAL,19960049.91358368
jammu-&-kashmir,2022,1,doda district,TOTAL,421316780.2833054
jammu-&-kashmir,2022,1,samba district,TOTAL,1229539785.5198188
jammu-&-kashmir,2022,1,mirpur district,TOTAL,124084071.18939105
jammu-&-kashmir,2022,1,srinagar district,TOTAL,5949336258.494824
jammu-&-kashmir,2022,1,baramulla district,TOTAL,1607194898.3390284
jammu-&-kashmir,2022,1,jammu district,TOTAL,11881749307.528316
jammu-&-kashmir,2022,1,ganderbal district,TOTAL,345901039.9280174
jammu-&-kashmir,2022,1,udhampur district,TOTAL,1568037829.8497906
jammu-&-kashmir,2022,1,bandipore district,TOTAL,442350711.2491821
jammu-&-kashmir,2022,1,reasi district,TOTAL,730878668.0515049
jammu-&-kashmir,2022,1,shopian district,TOTAL,256594552.48595798
jammu-&-kashmir,2022,1,poonch district,TOTAL,638025507.382849
jammu-&-kashmir,2022,1,kathua district,TOTAL,1177353985.585809
jammu-&-kashmir,2022,1,kishtwar district,TOTAL,253794904.9452212
jammu-&-kashmir,2022,1,pulwama district,TOTAL,1004677770.5886711
jammu-&-kashmir,2022,1,ramban district,TOTAL,426250571.16478634
jammu-&-kashmir,2022,1,rajouri district,TOTAL,1014911355.8101926
jammu-&-kashmir,2022,1,kulgam district,TOTAL,402883161.9725286
jammu-&-kashmir,2022,1,budgam district,TOTAL,1319712135.4938066
jammu-&-kashmir,2022,1,anantnag district,TOTAL,1032527025.5719063
jammu-&-kashmir,2022,1,kupwara district,TOTAL,1300783254.8105645
jammu-&-kashmir,2018,4,muzaffarabad district,TOTAL,1159496.382415084
jammu-&-kashmir,2018,4,doda district,TOTAL,50665168.801815644
jammu-&-kashmir,2018,4,samba district,TOTAL,110909698.34958589
jammu-&-kashmir,2018,4,mirpur district,TOTAL,17198501.877917536
jammu-&-kashmir,2018,4,srinagar district,TOTAL,329216330.48735344
jammu-&-kashmir,2018,4,baramulla district,TOTAL,212164676.56823462
jammu-&-kashmir,2018,4,jammu district,TOTAL,670989049.2596997
jammu-&-kashmir,2018,4,ganderbal district,TOTAL,51463841.198077515
jammu-&-kashmir,2018,4,udhampur district,TOTAL,158443928.52744907
jammu-&-kashmir,2018,4,bandipore district,TOTAL,56020937.99422079
jammu-&-kashmir,2018,4,reasi district,TOTAL,57918446.21121466
jammu-&-kashmir,2018,4,shopian district,TOTAL,27856762.58382556
jammu-&-kashmir,2018,4,poonch district,TOTAL,2992752160.889104
jammu-&-kashmir,2018,4,kathua district,TOTAL,115344936.11363688
jammu-&-kashmir,2018,4,kishtwar district,TOTAL,22848654.263971046
jammu-&-kashmir,2018,4,pulwama district,TOTAL,109777843.14790586
jammu-&-kashmir,2018,4,ramban district,TOTAL,52646196.621844925
jammu-&-kashmir,2018,4,rajouri district,TOTAL,132340219.58698925
jammu-&-kashmir,2018,4,kulgam district,TOTAL,53586270.06020345
jammu-&-kashmir,2018,4,budgam district,TOTAL,175490225.93721515
jammu-&-kashmir,2018,4,anantnag district,TOTAL,110778790.88365649
jammu-&-kashmir,2018,4,kupwara district,TOTAL,155148129.95113623
jammu-&-kashmir,2018,2,muzaffarabad district,TOTAL,368823.4836135323
jammu-&-kashmir,2018,2,doda district,TOTAL,16114372.115183618
jammu-&-kashmir,2018,2,samba district,TOTAL,36387040.50852826
jammu-&-kashmir,2018,2,mirpur district,TOTAL,4089198.7363343993
jammu-&-kashmir,2018,2,srinagar district,TOTAL,140893315.71476018
jammu-&-kashmir,2018,2,baramulla district,TOTAL,100055918.36977986
jammu-&-kashmir,2018,2,jammu district,TOTAL,232232787.92328903
jammu-&-kashmir,2018,2,ganderbal district,TOTAL,24295329.738405794
jammu-&-kashmir,2018,2,udhampur district,TOTAL,60326675.00386811
jammu-&-kashmir,2018,2,bandipore district,TOTAL,26799256.94581057
jammu-&-kashmir,2018,2,reasi district,TOTAL,27106631.47361443
jammu-&-kashmir,2018,2,shopian district,TOTAL,8454705.838859541
jammu-&-kashmir,2018,2,poonch district,TOTAL,1627868128.4895806
jammu-&-kashmir,2018,2,kathua district,TOTAL,39744879.134225145
jammu-&-kashmir,2018,2,kishtwar district,TOTAL,10312057.062347615
jammu-&-kashmir,2018,2,pulwama district,TOTAL,53382825.78039837
jammu-&-kashmir,2018,2,ramban district,TOTAL,14388161.945558583
jammu-&-kashmir,2018,2,rajouri district,TOTAL,40023701.506525375
jammu-&-kashmir,2018,2,kulgam district,TOTAL,17711007.626695577
jammu-&-kashmir,2018,2,budgam district,TOTAL,77122240.2755234
jammu-&-kashmir,2018,2,anantnag district,TOTAL,43529509.03427214
jammu-&-kashmir,2018,2,kupwara district,TOTAL,49999669.795696385
jammu-&-kashmir,2018,3,muzaffarabad district,TOTAL,581878.7760569004
jammu-&-kashmir,2018,3,doda district,TOTAL,34027590.92391601
jammu-&-kashmir,2018,3,samba district,TOTAL,62913580.60213567
jammu-&-kashmir,2018,3,mirpur district,TOTAL,7804797.778845614
jammu-&-kashmir,2018,3,srinagar district,TOTAL,270405876.71132636
jammu-&-kashmir,2018,3,baramulla district,TOTAL,195960360.05707502
jammu-&-kashmir,2018,3,jammu district,TOTAL,376452715.050717
jammu-&-kashmir,2018,3,ganderbal district,TOTAL,55650497.72050136
jammu-&-kashmir,2018,3,udhampur district,TOTAL,92258254.83476219
jammu-&-kashmir,2018,3,bandipore district,TOTAL,60815662.86494814
jammu-&-kashmir,2018,3,reasi district,TOTAL,42269613.56023088
jammu-&-kashmir,2018,3,shopian district,TOTAL,13724387.244946066
jammu-&-kashmir,2018,3,poonch district,TOTAL,2093062576.1870332
jammu-&-kashmir,2018,3,kathua district,TOTAL,65729742.878893405
jammu-&-kashmir,2018,3,kishtwar district,TOTAL,14394238.733370475
jammu-&-kashmir,2018,3,pulwama district,TOTAL,93861999.52986418
jammu-&-kashmir,2018,3,ramban district,TOTAL,31095426.6143336
jammu-&-kashmir,2018,3,rajouri district,TOTAL,73897455.39817372
jammu-&-kashmir,2018,3,kulgam district,TOTAL,38482884.37476657
jammu-&-kashmir,2018,3,budgam district,TOTAL,120545227.15939456
jammu-&-kashmir,2018,3,anantnag district,TOTAL,95642801.11475597
jammu-&-kashmir,2018,3,kupwara district,TOTAL,95123431.34163423
jammu-&-kashmir,2018,1,muzaffarabad district,TOTAL,14559.803406151601
jammu-&-kashmir,2018,1,doda district,TOTAL,7065930.233463201
jammu-&-kashmir,2018,1,samba district,TOTAL,21534891.0416242
jammu-&-kashmir,2018,1,mirpur district,TOTAL,3052181.909064396
jammu-&-kashmir,2018,1,srinagar district,TOTAL,62676256.75828372
jammu-&-kashmir,2018,1,baramulla district,TOTAL,44215018.00395158
jammu-&-kashmir,2018,1,jammu district,TOTAL,127452979.35873458
jammu-&-kashmir,2018,1,ganderbal district,TOTAL,9107649.670974826
jammu-&-kashmir,2018,1,udhampur district,TOTAL,31451872.26861042
jammu-&-kashmir,2018,1,bandipore district,TOTAL,11885513.905010346
jammu-&-kashmir,2018,1,reasi district,TOTAL,12816155.33273841
jammu-&-kashmir,2018,1,shopian district,TOTAL,3598498.6345729744
jammu-&-kashmir,2018,1,poonch district,TOTAL,509120439.3079825
jammu-&-kashmir,2018,1,kathua district,TOTAL,22353839.21295397
jammu-&-kashmir,2018,1,kishtwar district,TOTAL,3514299.9889703216
jammu-&-kashmir,2018,1,pulwama district,TOTAL,24777476.308443584
jammu-&-kashmir,2018,1,ramban district,TOTAL,7284248.818676664
jammu-&-kashmir,2018,1,rajouri district,TOTAL,16045672.106446449
jammu-&-kashmir,2018,1,kulgam district,TOTAL,9213671.326669723
jammu-&-kashmir,2018,1,budgam district,TOTAL,36218453.70685134
jammu-&-kashmir,2018,1,anantnag district,TOTAL,24885721.231939793
jammu-&-kashmir,2018,1,kupwara district,TOTAL,17085910.326759618
jammu-&-kashmir,2020,4,muzaffarabad district,TOTAL,8320762.641519774
jammu-&-kashmir,2020,4,doda district,TOTAL,228886606.7496394
jammu-&-kashmir,2020,4,samba district,TOTAL,485508786.5685181
jammu-&-kashmir,2020,4,mirpur district,TOTAL,79706376.63871619
jammu-&-kashmir,2020,4,srinagar district,TOTAL,2177635781.644431
jammu-&-kashmir,2020,4,baramulla district,TOTAL,862594987.5778542
jammu-&-kashmir,2020,4,jammu district,TOTAL,5696308275.135366
jammu-&-kashmir,2020,4,ganderbal district,TOTAL,201135628.2568581
jammu-&-kashmir,2020,4,udhampur district,TOTAL,646828971.36521
jammu-&-kashmir,2020,4,bandipore district,TOTAL,229201197.19575912
jammu-&-kashmir,2020,4,reasi district,TOTAL,229255669.2348591
jammu-&-kashmir,2020,4,shopian district,TOTAL,161658443.40664437
jammu-&-kashmir,2020,4,poonch district,TOTAL,342505124.4352001
jammu-&-kashmir,2020,4,kathua district,TOTAL,463045666.1261914
jammu-&-kashmir,2020,4,kishtwar district,TOTAL,107185861.51281238
jammu-&-kashmir,2020,4,pulwama district,TOTAL,551823991.7884358
jammu-&-kashmir,2020,4,ramban district,TOTAL,192684246.34585124
jammu-&-kashmir,2020,4,rajouri district,TOTAL,567890456.5176737
jammu-&-kashmir,2020,4,kulgam district,TOTAL,220794472.45019814
jammu-&-kashmir,2020,4,budgam district,TOTAL,692267475.7911439
jammu-&-kashmir,2020,4,anantnag district,TOTAL,514346950.9515931
jammu-&-kashmir,2020,4,kupwara district,TOTAL,721320071.0437154
jammu-&-kashmir,2020,2,muzaffarabad district,TOTAL,2880433.662297405
jammu-&-kashmir,2020,2,doda district,TOTAL,135990634.9908951
jammu-&-kashmir,2020,2,samba district,TOTAL,202733580.03466016
jammu-&-kashmir,2020,2,mirpur district,TOTAL,44622104.6311252
jammu-&-kashmir,2020,2,srinagar district,TOTAL,1810806888.436264
jammu-&-kashmir,2020,2,baramulla district,TOTAL,414666518.8451662
jammu-&-kashmir,2020,2,jammu district,TOTAL,2746977181.9002085
jammu-&-kashmir,2020,2,ganderbal district,TOTAL,106190105.59913673
jammu-&-kashmir,2020,2,udhampur district,TOTAL,319173115.28145945
jammu-&-kashmir,2020,2,bandipore district,TOTAL,102723529.86849661
jammu-&-kashmir,2020,2,reasi district,TOTAL,106410135.68047369
jammu-&-kashmir,2020,2,shopian district,TOTAL,66217970.77443329
jammu-&-kashmir,2020,2,poonch district,TOTAL,192100840.0578707
jammu-&-kashmir,2020,2,kathua district,TOTAL,227977779.90759313
jammu-&-kashmir,2020,2,kishtwar district,TOTAL,75514041.19893728
jammu-&-kashmir,2020,2,pulwama district,TOTAL,271480260.94137585
jammu-&-kashmir,2020,2,ramban district,TOTAL,102642842.42209667
jammu-&-kashmir,2020,2,rajouri district,TOTAL,305656997.14551216
jammu-&-kashmir,2020,2,kulgam district,TOTAL,100175288.12866533
jammu-&-kashmir,2020,2,budgam district,TOTAL,331830464.6882304
jammu-&-kashmir,2020,2,anantnag district,TOTAL,239711526.255058
jammu-&-kashmir,2020,2,kupwara district,TOTAL,359166698.8086049
jammu-&-kashmir,2020,3,muzaffarabad district,TOTAL,5773809.286486714
jammu-&-kashmir,2020,3,doda district,TOTAL,173984872.11111727
jammu-&-kashmir,2020,3,samba district,TOTAL,309268006.2905833
jammu-&-kashmir,2020,3,mirpur district,TOTAL,54072783.391636506
jammu-&-kashmir,2020,3,srinagar district,TOTAL,1879035426.896187
jammu-&-kashmir,2020,3,baramulla district,TOTAL,580425624.3604748
jammu-&-kashmir,2020,3,jammu district,TOTAL,4876922229.442625
jammu-&-kashmir,2020,3,ganderbal district,TOTAL,155780382.9954802
jammu-&-kashmir,2020,3,udhampur district,TOTAL,445180791.5536319
jammu-&-kashmir,2020,3,bandipore district,TOTAL,147013052.43061084
jammu-&-kashmir,2020,3,reasi district,TOTAL,135099068.4405353
jammu-&-kashmir,2020,3,shopian district,TOTAL,101326986.58238825
jammu-&-kashmir,2020,3,poonch district,TOTAL,263707934.54872236
jammu-&-kashmir,2020,3,kathua district,TOTAL,311678208.3628339
jammu-&-kashmir,2020,3,kishtwar district,TOTAL,83180064.56537089
jammu-&-kashmir,2020,3,pulwama district,TOTAL,372238070.397479
jammu-&-kashmir,2020,3,ramban district,TOTAL,125848917.44620399
jammu-&-kashmir,2020,3,rajouri district,TOTAL,413621357.5955142
jammu-&-kashmir,2020,3,kulgam district,TOTAL,145784144.81867468
jammu-&-kashmir,2020,3,budgam district,TOTAL,477023512.9076569
jammu-&-kashmir,2020,3,anantnag district,TOTAL,403569858.30771744
jammu-&-kashmir,2020,3,kupwara district,TOTAL,516694658.1405349
jammu-&-kashmir,2020,1,muzaffarabad district,TOTAL,436693.6274538382
jammu-&-kashmir,2020,1,doda district,TOTAL,38583563.327599555
jammu-&-kashmir,2020,1,samba district,TOTAL,90185246.2200037
jammu-&-kashmir,2020,1,mirpur district,TOTAL,11580819.24606758
jammu-&-kashmir,2020,1,srinagar district,TOTAL,474473029.57881373
jammu-&-kashmir,2020,1,baramulla district,TOTAL,102651433.96810117
jammu-&-kashmir,2020,1,jammu district,TOTAL,1275561405.7653875
jammu-&-kashmir,2020,1,ganderbal district,TOTAL,28214462.840443924
jammu-&-kashmir,2020,1,udhampur district,TOTAL,137536252.00526458
jammu-&-kashmir,2020,1,bandipore district,TOTAL,27789837.54150642
jammu-&-kashmir,2020,1,reasi district,TOTAL,69003941.03140756
jammu-&-kashmir,2020,1,shopian district,TOTAL,18157391.903722018
jammu-&-kashmir,2020,1,poonch district,TOTAL,52760138.965863004
jammu-&-kashmir,2020,1,kathua district,TOTAL,107171478.55933961
jammu-&-kashmir,2020,1,kishtwar district,TOTAL,27259898.028504793
jammu-&-kashmir,2020,1,pulwama district,TOTAL,76212175.43966158
jammu-&-kashmir,2020,1,ramban district,TOTAL,34487947.978801765
jammu-&-kashmir,2020,1,rajouri district,TOTAL,88475364.88892928
jammu-&-kashmir,2020,1,kulgam district,TOTAL,24289856.01002881
jammu-&-kashmir,2020,1,budgam district,TOTAL,95338551.22633348
jammu-&-kashmir,2020,1,anantnag district,TOTAL,70085624.44047819
jammu-&-kashmir,2020,1,kupwara district,TOTAL,87388063.94032452
jammu-&-kashmir,2021,4,muzaffarabad district,TOTAL,21241442.22450836
jammu-&-kashmir,2021,4,doda district,TOTAL,435237678.46631306
jammu-&-kashmir,2021,4,samba district,TOTAL,1144805603.769711
jammu-&-kashmir,2021,4,mirpur district,TOTAL,142452278.94317237
jammu-&-kashmir,2021,4,srinagar district,TOTAL,7232270069.006123
jammu-&-kashmir,2021,4,baramulla district,TOTAL,1567275687.193142
jammu-&-kashmir,2021,4,jammu district,TOTAL,16627649138.408905
jammu-&-kashmir,2021,4,ganderbal district,TOTAL,370559306.14335734
jammu-&-kashmir,2021,4,udhampur district,TOTAL,1409015376.0471456
jammu-&-kashmir,2021,4,bandipore district,TOTAL,426224671.10234237
