States,Transaction_Year,Quarters,District,Transaction_Type,Transaction_Count,Transaction_Amount
assam,2022,1,barpeta,TOTAL,2846523,7413611760.549713
assam,2022,1,nagaon,TOTAL,2049272,5405490459.948577
assam,2022,1,cachar,TOTAL,1869862,4225305321.2857337
assam,2022,1,dibrugarh,TOTAL,1830668,3721424814.9586687
assam,2022,1,sonitpur,TOTAL,1805856,3651941482.2987123
assam,2022,1,kamrup,TOTAL,1708845,3838019247.423967
assam,2022,1,goalpara,TOTAL,1299073,3720380319.732236
assam,2022,1,dhubri,TOTAL,1247298,3380205337.1301537
assam,2022,1,darrang,TOTAL,1205741,2732173374.6894684
assam,2018,4,kamrup metropolitan,TOTAL,686010,1345451492.4344451
assam,2018,4,nagaon,TOTAL,435103,317973029.4737475
assam,2018,4,barpeta,TOTAL,225449,354675455.9326413
assam,2018,4,marigaon,TOTAL,193075,207853575.09985885
assam,2018,4,cachar,TOTAL,187360,272342253.1327299
assam,2018,4,sonitpur,TOTAL,165399,358549931.5785284
assam,2018,4,kamrup,TOTAL,162592,236088241.49952987
assam,2018,4,dibrugarh,TOTAL,144931,264346941.49220377
assam,2018,4,tinsukia,TOTAL,127171,253718923.0695014
assam,2018,4,dhubri,TOTAL,120810,181651044.89215764
assam,2018,2,kamrup metropolitan,TOTAL,320417,548619364.2308466
assam,2018,2,marigaon,TOTAL,109223,204057284.21875843
assam,2018,2,nagaon,TOTAL,105834,129818644.91478491
assam,2018,2,barpeta,TOTAL,102217,117541108.74699076
assam,2018,2,cachar,TOTAL,83921,105147622.61224496
assam,2018,2,sonitpur,TOTAL,82799,151230715.30607644
assam,2018,2,kamrup,TOTAL,74537,83338163.66068907
assam,2018,2,dibrugarh,TOTAL,70642,110954951.68517756
assam,2018,2,tinsukia,TOTAL,66715,102921465.63822293
assam,2018,2,jorhat,TOTAL,53341,70634515.73039348
assam,2018,3,kamrup metropolitan,TOTAL,476050,884121118.8280818
assam,2018,3,barpeta,TOTAL,145945,230125281.8407083
assam,2018,3,nagaon,TOTAL,142195,208584967.9650631
assam,2018,3,cachar,TOTAL,123735,189612378.33199263
assam,2018,3,sonitpur,TOTAL,116196,252135800.71617544
assam,2018,3,kamrup,TOTAL,112726,148929589.80060056
assam,2018,3,marigaon,TOTAL,102867,189132040.91743046
assam,2018,3,dibrugarh,TOTAL,98822,173048841.5837646
assam,2018,3,tinsukia,TOTAL,90928,155121755.76365337
assam,2018,3,jorhat,TOTAL,79724,118008412.28630178
assam,2018,1,kamrup metropolitan,TOTAL,194617,284766218.98487484
assam,2018,1,marigaon,TOTAL,79832,105067294.49868405
assam,2018,1,barpeta,TOTAL,67801,56352302.37753609
assam,2018,1,nagaon,TOTAL,66695,56352631.291476294
assam,2018,1,cachar,TOTAL,56481,57250290.53047233
assam,2018,1,sonitpur,TOTAL,51976,73005566.24909952
assam,2018,1,kamrup,TOTAL,47859,41868129.255927615
assam,2018,1,dibrugarh,TOTAL,44792,53258765.86975427
assam,2018,1,tinsukia,TOTAL,41237,45886201.02896822
assam,2018,1,jorhat,TOTAL,33322,41164542.05596451
assam,2020,4,kamrup metropolitan,TOTAL,5300547,16105922899.456022
assam,2020,4,barpeta,TOTAL,724763,2053361856.4779525
assam,2020,4,sonitpur,TOTAL,676306,1560923095.7659311
assam,2020,4,nagaon,TOTAL,667880,1665021995.8192074
assam,2020,4,dibrugarh,TOTAL,631601,1479167066.80543
assam,2020,4,cachar,TOTAL,623731,1434767202.3488228
assam,2020,4,kamrup,TOTAL,557203,1271039293.2521
assam,2020,4,tinsukia,TOTAL,543941,1209737013.9697673
assam,2020,4,jorhat,TOTAL,400452,815676507.4744498
assam,2020,4,goalpara,TOTAL,381733,1018165139.8396726
assam,2020,2,kamrup metropolitan,TOTAL,2543890,7190215278.036329
assam,2020,2,nagaon,TOTAL,521404,889592664.4056509
assam,2020,2,barpeta,TOTAL,519590,967512954.9444927
assam,2020,2,sonitpur,TOTAL,510820,899403354.2732959
assam,2020,2,kamrup,TOTAL,461735,696378364.1282136
assam,2020,2,cachar,TOTAL,448258,671325302.7518412
assam,2020,2,dibrugarh,TOTAL,447580,678491572.8304845
assam,2020,2,tinsukia,TOTAL,420620,618021383.1902584
assam,2020,2,jorhat,TOTAL,306847,406689798.0164192
assam,2020,2,golaghat,TOTAL,290221,381486790.0123421
assam,2020,3,kamrup metropolitan,TOTAL,4268591,13346088870.114109
assam,2020,3,barpeta,TOTAL,553783,1306355860.1566281
assam,2020,3,sonitpur,TOTAL,540972,1164586118.8388221
assam,2020,3,nagaon,TOTAL,535675,1153926434.0592713
assam,2020,3,dibrugarh,TOTAL,526945,1106487215.771987
assam,2020,3,cachar,TOTAL,487493,920279966.2377983
assam,2020,3,kamrup,TOTAL,445726,878646586.9277798
assam,2020,3,tinsukia,TOTAL,442335,839411510.8503457
assam,2020,3,jorhat,TOTAL,315288,542788284.757088
assam,2020,3,golaghat,TOTAL,278714,484885427.8581189
assam,2020,1,kamrup metropolitan,TOTAL,3338601,10080547554.265474
assam,2020,1,sonitpur,TOTAL,383179,755509094.6113625
assam,2020,1,cachar,TOTAL,375774,659702346.1886156
assam,2020,1,barpeta,TOTAL,367963,833078665.8149495
assam,2020,1,nagaon,TOTAL,360749,736229612.8989755
assam,2020,1,kamrup,TOTAL,322830,605538834.8588183
assam,2020,1,dibrugarh,TOTAL,317878,585327059.678019
assam,2020,1,tinsukia,TOTAL,286640,541758826.9845176
assam,2020,1,jorhat,TOTAL,232108,371072710.739732
assam,2020,1,golaghat,TOTAL,179380,301335497.7930421
assam,2021,4,kamrup metropolitan,TOTAL,22903930,48177919267.36949
assam,2021,4,barpeta,TOTAL,2145496,5341626359.643989
assam,2021,4,nagaon,TOTAL,1599255,4181552742.898878
assam,2021,4,dibrugarh,TOTAL,1489321,3247229901.0804715
assam,2021,4,sonitpur,TOTAL,1437714,3119948215.769208
assam,2021,4,cachar,TOTAL,1424029,3288405319.030481
assam,2021,4,kamrup,TOTAL,1326629,2906827875.9780307
assam,2021,4,dhubri,TOTAL,947815,2452971274.528925
assam,2021,4,tinsukia,TOTAL,924326,2099664801.0310597
assam,2021,4,goalpara,TOTAL,920783,2590433257.901761
assam,2021,2,kamrup metropolitan,TOTAL,12113618,26948905679.32876
assam,2021,2,barpeta,TOTAL,1094358,2927546915.4449625
assam,2021,2,nagaon,TOTAL,928187,2446953429.3994994
assam,2021,2,dibrugarh,TOTAL,870918,1976153977.7728927
assam,2021,2,sonitpur,TOTAL,848080,1929013770.5926275
assam,2021,2,cachar,TOTAL,743120,1680050955.980187
assam,2021,2,kamrup,TOTAL,737877,1686926641.03952
assam,2021,2,tinsukia,TOTAL,606143,1318534292.5264628
assam,2021,2,goalpara,TOTAL,544911,1475602701.2507868
assam,2021,2,dhubri,TOTAL,528440,1316708576.7981753
assam,2021,3,kamrup metropolitan,TOTAL,16840668,36123082534.66112
assam,2021,3,barpeta,TOTAL,1436928,3522432994.68204
assam,2021,3,nagaon,TOTAL,1156024,2903215135.784228
assam,2021,3,dibrugarh,TOTAL,1116075,2517711536.27678
assam,2021,3,sonitpur,TOTAL,1030160,2385666128.443201
assam,2021,3,cachar,TOTAL,998685,2285248942.8809485
assam,2021,3,kamrup,TOTAL,957373,2112276358.4188256
assam,2021,3,tinsukia,TOTAL,726497,1620117007.2069793
assam,2021,3,dhubri,TOTAL,668723,1682447560.536893
assam,2021,3,goalpara,TOTAL,650085,1747257315.9936595
assam,2021,1,kamrup metropolitan,TOTAL,9400818,24003716533.697937
assam,2021,1,barpeta,TOTAL,768249,2378951523.3799787
assam,2021,1,dibrugarh,TOTAL,680608,1710571109.9822497
assam,2021,1,nagaon,TOTAL,675634,2019926209.3789358
assam,2021,1,sonitpur,TOTAL,669242,1689369790.4289408
assam,2021,1,cachar,TOTAL,614703,1577581912.6812966
assam,2021,1,kamrup,TOTAL,557802,1450662971.6951797
assam,2021,1,tinsukia,TOTAL,480161,1160430411.7091095
assam,2021,1,goalpara,TOTAL,400249,1203600745.3463283
assam,2021,1,jorhat,TOTAL,388882,856404785.4295709
chhattisgarh,2019,4,raipur,TOTAL,5644383,9527539915.79604
chhattisgarh,2019,4,durg,TOTAL,2628735,3617557460.4601965
chhattisgarh,2019,4,bilaspur,TOTAL,1367178,2176560885.6034384
chhattisgarh,2019,4,janjgir champa,TOTAL,869528,1362421999.961806
chhattisgarh,2019,4,raigarh,TOTAL,727666,1244726770.8233235
chhattisgarh,2019,4,korba,TOTAL,579614,1007648571.7689123
chhattisgarh,2019,4,rajnandgaon,TOTAL,445558,711713323.6292998
chhattisgarh,2019,4,surguja,TOTAL,398053,730934546.7175045
chhattisgarh,2019,4,baloda bazar,TOTAL,372076,645723475.139449
chhattisgarh,2019,4,mahasamund,TOTAL,320354,610936099.4831579
chhattisgarh,2019,2,raipur,TOTAL,3068366,5288462569.173023
chhattisgarh,2019,2,durg,TOTAL,1547551,2380514730.2993526
chhattisgarh,2019,2,bilaspur,TOTAL,845039,1454675923.9684186
chhattisgarh,2019,2,janjgir champa,TOTAL,559574,924458855.5334843
chhattisgarh,2019,2,raigarh,TOTAL,431031,837453321.4246501
chhattisgarh,2019,2,korba,TOTAL,333692,647738439.6403923
chhattisgarh,2019,2,rajnandgaon,TOTAL,254329,483937834.9265368
chhattisgarh,2019,2,baloda bazar,TOTAL,221143,425860968.55239475
chhattisgarh,2019,2,surguja,TOTAL,217707,486013730.8877815
chhattisgarh,2019,2,mahasamund,TOTAL,186376,391467746.3395828
chhattisgarh,2019,3,raipur,TOTAL,3977297,6485603479.074835
chhattisgarh,2019,3,durg,TOTAL,2023250,2714043340.330802
chhattisgarh,2019,3,bilaspur,TOTAL,998165,1661024492.5870597
chhattisgarh,2019,3,janjgir champa,TOTAL,796397,1162313123.0965266
chhattisgarh,2019,3,raigarh,TOTAL,551609,927881426.8494444
chhattisgarh,2019,3,korba,TOTAL,423953,720041271.8570986
chhattisgarh,2019,3,rajnandgaon,TOTAL,347908,543905597.005911
chhattisgarh,2019,3,surguja,TOTAL,293050,535846373.88721716
chhattisgarh,2019,3,baloda bazar,TOTAL,290500,476320269.71492374
chhattisgarh,2019,3,mahasamund,TOTAL,245614,451812545.4709327
chhattisgarh,2019,1,raipur,TOTAL,1847370,2956050311.7861857
chhattisgarh,2019,1,durg,TOTAL,1008156,1453318461.819101
chhattisgarh,2019,1,janjgir champa,TOTAL,772956,1002709901.129667
chhattisgarh,2019,1,bilaspur,TOTAL,760633,1049002076.6296932
chhattisgarh,2019,1,raigarh,TOTAL,487271,806661077.7315385
chhattisgarh,2019,1,korba,TOTAL,372554,577233813.7773559
chhattisgarh,2019,1,rajnandgaon,TOTAL,247733,400107405.4412124
chhattisgarh,2019,1,baloda bazar,TOTAL,241579,389323840.7684001
chhattisgarh,2019,1,surguja,TOTAL,227723,429088362.046318
chhattisgarh,2019,1,mahasamund,TOTAL,195292,369728146.1505085
chhattisgarh,2022,4,durg,TOTAL,48523671,64247502275.46567
chhattisgarh,2022,4,raipur,TOTAL,38862259,55662404886.39615
chhattisgarh,2022,4,bilaspur,TOTAL,16252139,21208051820.214054
chhattisgarh,2022,4,raigarh,TOTAL,8475730,11974795198.59215
chhattisgarh,2022,4,korba,TOTAL,7598691,9998923126.807133
chhattisgarh,2022,4,janjgir champa,TOTAL,7194881,9873971004.747929
chhattisgarh,2022,4,rajnandgaon,TOTAL,6195224,9255085937.73935
chhattisgarh,2022,4,baloda bazar,TOTAL,4723545,7027700030.598945
chhattisgarh,2022,4,surguja,TOTAL,4530080,6525605229.70492
chhattisgarh,2022,4,mahasamund,TOTAL,3890208,6294827909.790523
chhattisgarh,2022,2,raipur,TOTAL,31131873,46778811056.547844
chhattisgarh,2022,2,durg,TOTAL,13554254,19339415904.388374
chhattisgarh,2022,2,bilaspur,TOTAL,11026765,15470182616.440014
chhattisgarh,2022,2,raigarh,TOTAL,6953143,10866819292.413809
chhattisgarh,2022,2,korba,TOTAL,6482877,9217368563.787317
chhattisgarh,2022,2,janjgir champa,TOTAL,6418156,9565720454.277157
chhattisgarh,2022,2,rajnandgaon,TOTAL,4284921,7037763265.735463
chhattisgarh,2022,2,surguja,TOTAL,3814390,6107066837.900621
chhattisgarh,2022,2,baloda bazar,TOTAL,3518514,5665773484.94288
chhattisgarh,2022,2,mahasamund,TOTAL,3288014,5542158574.479666
chhattisgarh,2022,3,raipur,TOTAL,40322093,55869046982.08136
chhattisgarh,2022,3,durg,TOTAL,40201479,51553772130.128586
chhattisgarh,2022,3,bilaspur,TOTAL,13659373,17597668488.143303
chhattisgarh,2022,3,raigarh,TOTAL,7689276,10922658445.861914
chhattisgarh,2022,3,korba,TOTAL,6608931,8648711540.86557
chhattisgarh,2022,3,janjgir champa,TOTAL,6191246,8376914109.862601
chhattisgarh,2022,3,rajnandgaon,TOTAL,4236901,6526559476.401954
chhattisgarh,2022,3,baloda bazar,TOTAL,3792643,5461550646.150799
chhattisgarh,2022,3,surguja,TOTAL,3762924,5443547309.295029
chhattisgarh,2022,3,mahasamund,TOTAL,3300018,5221786624.788328
chhattisgarh,2022,1,raipur,TOTAL,25836062,39990361268.69826
chhattisgarh,2022,1,durg,TOTAL,11345594,16423362101.016966
chhattisgarh,2022,1,bilaspur,TOTAL,9081044,13169861328.371489
chhattisgarh,2022,1,raigarh,TOTAL,5959088,9885641555.115366
chhattisgarh,2022,1,korba,TOTAL,5626866,8306489271.356157
chhattisgarh,2022,1,janjgir champa,TOTAL,5495226,8737068867.594166
chhattisgarh,2022,1,rajnandgaon,TOTAL,3505850,6015130524.624991
chhattisgarh,2022,1,surguja,TOTAL,3182242,5281342196.784164
chhattisgarh,2022,1,baloda bazar,TOTAL,2925957,5025353758.266698
chhattisgarh,2022,1,mahasamund,TOTAL,2788159,5020017743.469414
chhattisgarh,2018,4,raipur,TOTAL,891868,1740861108.0445876
chhattisgarh,2018,4,janjgir champa,TOTAL,669790,1023380162.572681
chhattisgarh,2018,4,durg,TOTAL,529904,944287367.5683255
chhattisgarh,2018,4,bilaspur,TOTAL,471373,730446431.89519
chhattisgarh,2018,4,raigarh,TOTAL,371009,609355216.1028209
chhattisgarh,2018,4,korba,TOTAL,270387,480365449.42326164
chhattisgarh,2018,4,rajnandgaon,TOTAL,204099,352901504.78259885
chhattisgarh,2018,4,baloda bazar,TOTAL,190033,295982106.36890244
chhattisgarh,2018,4,mahasamund,TOTAL,178873,297166565.82886094
chhattisgarh,2018,4,surguja,TOTAL,174043,354179706.54506606
chhattisgarh,2018,2,raipur,TOTAL,470127,841704574.3248034
chhattisgarh,2018,2,janjgir champa,TOTAL,402022,565626317.3622495
chhattisgarh,2018,2,durg,TOTAL,302345,466514532.1427195
chhattisgarh,2018,2,bilaspur,TOTAL,227499,324449553.2865913
chhattisgarh,2018,2,raigarh,TOTAL,190903,269228922.7693977
chhattisgarh,2018,2,korba,TOTAL,138391,211036250.02659774
chhattisgarh,2018,2,rajnandgaon,TOTAL,118132,152826147.2432136
chhattisgarh,2018,2,surguja,TOTAL,94260,156057826.47418585
chhattisgarh,2018,2,mahasamund,TOTAL,93218,124507011.674113
chhattisgarh,2018,2,baloda bazar,TOTAL,92920,133808358.16844037
chhattisgarh,2018,3,raipur,TOTAL,659871,1235190303.9525878
chhattisgarh,2018,3,janjgir champa,TOTAL,544027,761781545.6720302
chhattisgarh,2018,3,durg,TOTAL,397408,670651315.7474772
chhattisgarh,2018,3,bilaspur,TOTAL,335751,498127861.8344182
chhattisgarh,2018,3,raigarh,TOTAL,263831,410153295.34528005
chhattisgarh,2018,3,korba,TOTAL,184852,293436194.59698164
chhattisgarh,2018,3,rajnandgaon,TOTAL,154856,234428137.06427848
chhattisgarh,2018,3,baloda bazar,TOTAL,127539,204693992.96310723
chhattisgarh,2018,3,mahasamund,TOTAL,125671,199853879.35012454
chhattisgarh,2018,3,surguja,TOTAL,123129,222467433.69994545
chhattisgarh,2018,1,raipur,TOTAL,323570,474633363.8981755
chhattisgarh,2018,1,durg,TOTAL,226774,274435199.8248116
chhattisgarh,2018,1,janjgir champa,TOTAL,219761,223984259.54781693
chhattisgarh,2018,1,bilaspur,TOTAL,158509,169865045.94570604
chhattisgarh,2018,1,raigarh,TOTAL,133135,140463994.72274816
chhattisgarh,2018,1,korba,TOTAL,93345,99366683.13643219
chhattisgarh,2018,1,rajnandgaon,TOTAL,73040,79830832.05145703
chhattisgarh,2018,1,surguja,TOTAL,68251,77822921.04137452
chhattisgarh,2018,1,mahasamund,TOTAL,64238,69201346.06665277
chhattisgarh,2018,1,baloda bazar,TOTAL,61987,55455251.90835041
chhattisgarh,2020,4,raipur,TOTAL,8570997,14747848599.14896
chhattisgarh,2020,4,durg,TOTAL,4913427,7302773368.858854
chhattisgarh,2020,4,bilaspur,TOTAL,2837963,4829260316.92908
chhattisgarh,2020,4,janjgir champa,TOTAL,2192318,3743676244.6136427
chhattisgarh,2020,4,raigarh,TOTAL,2064164,3637725480.8909154
chhattisgarh,2020,4,korba,TOTAL,1984429,3184943428.38221
chhattisgarh,2020,4,rajnandgaon,TOTAL,1290120,2254466252.901078
chhattisgarh,2020,4,surguja,TOTAL,1086420,2064653403.7490907
chhattisgarh,2020,4,baloda bazar,TOTAL,1079166,1896871501.902258
chhattisgarh,2020,4,mahasamund,TOTAL,1034749,1951224040.2379332
chhattisgarh,2020,2,raipur,TOTAL,4506567,8132937028.126705
chhattisgarh,2020,2,durg,TOTAL,2269659,3224351699.513093
chhattisgarh,2020,2,bilaspur,TOTAL,1317592,2187204544.331008
chhattisgarh,2020,2,janjgir champa,TOTAL,1248433,2013421603.7532823
chhattisgarh,2020,2,raigarh,TOTAL,1086995,1795114177.701589
chhattisgarh,2020,2,korba,TOTAL,944646,1508035673.146365
chhattisgarh,2020,2,rajnandgaon,TOTAL,673472,1115085386.2998686
chhattisgarh,2020,2,baloda bazar,TOTAL,633348,1023037088.3420136
chhattisgarh,2020,2,mahasamund,TOTAL,554707,987188501.0492831
chhattisgarh,2020,2,surguja,TOTAL,533916,943051720.5904518
chhattisgarh,2020,3,raipur,TOTAL,6042530,10684762115.033833
chhattisgarh,2020,3,durg,TOTAL,3050549,4422630206.029019
chhattisgarh,2020,3,bilaspur,TOTAL,1745292,2896159000.806561
chhattisgarh,2020,3,janjgir champa,TOTAL,1514440,2490630273.0855575
chhattisgarh,2020,3,raigarh,TOTAL,1433072,2458680204.786009
chhattisgarh,2020,3,korba,TOTAL,1244497,2009501714.6041925
chhattisgarh,2020,3,rajnandgaon,TOTAL,877383,1486830890.3385725
chhattisgarh,2020,3,baloda bazar,TOTAL,771002,1235479975.3188782
chhattisgarh,2020,3,mahasamund,TOTAL,711477,1292683804.8464177
chhattisgarh,2020,3,surguja,TOTAL,707337,1327658513.4476824
chhattisgarh,2020,1,raipur,TOTAL,7165357,12890786407.130106
chhattisgarh,2020,1,durg,TOTAL,2720717,3703033691.5734186
chhattisgarh,2020,1,bilaspur,TOTAL,1626602,2606579319.8693147
chhattisgarh,2020,1,janjgir champa,TOTAL,931656,1488048447.0181954
chhattisgarh,2020,1,raigarh,TOTAL,853049,1441862102.9480531
chhattisgarh,2020,1,korba,TOTAL,718120,1166839868.1460683
chhattisgarh,2020,1,rajnandgaon,TOTAL,530737,829638269.61084
chhattisgarh,2020,1,surguja,TOTAL,471783,825221523.2257853
chhattisgarh,2020,1,baloda bazar,TOTAL,458451,758990785.2742459
chhattisgarh,2020,1,mahasamund,TOTAL,395381,712257295.5688998
chhattisgarh,2021,4,raipur,TOTAL,23353982,36279287404.820206
chhattisgarh,2021,4,durg,TOTAL,10300130,14816073916.178635
chhattisgarh,2021,4,bilaspur,TOTAL,7784221,11326296354.842556
chhattisgarh,2021,4,raigarh,TOTAL,4987956,8118529781.855953
chhattisgarh,2021,4,korba,TOTAL,4813732,6967488786.247882
chhattisgarh,2021,4,janjgir champa,TOTAL,4713652,7509616301.088512
chhattisgarh,2021,4,rajnandgaon,TOTAL,2897306,4944916181.246885
chhattisgarh,2021,4,surguja,TOTAL,2774724,4648918490.631775
chhattisgarh,2021,4,baloda bazar,TOTAL,2428335,4125753409.5956497
chhattisgarh,2021,4,mahasamund,TOTAL,2324300,4025481736.7157373
chhattisgarh,2021,2,raipur,TOTAL,10882417,18678914879.009037
chhattisgarh,2021,2,durg,TOTAL,5360198,8406607059.064627
chhattisgarh,2021,2,bilaspur,TOTAL,3617926,6128946520.089718
chhattisgarh,2021,2,janjgir champa,TOTAL,2835495,4781785298.469424
chhattisgarh,2021,2,raigarh,TOTAL,2634959,4606676921.965151
chhattisgarh,2021,2,korba,TOTAL,2556656,4078628168.159371
chhattisgarh,2021,2,rajnandgaon,TOTAL,1698948,3047951973.381322
chhattisgarh,2021,2,baloda bazar,TOTAL,1461126,2578930313.1679645
chhattisgarh,2021,2,mahasamund,TOTAL,1375779,2609044564.352538
chhattisgarh,2021,2,surguja,TOTAL,1332917,2575596438.475781
chhattisgarh,2021,3,raipur,TOTAL,17276668,26769245295.71399
chhattisgarh,2021,3,durg,TOTAL,8289193,11563387669.133894
chhattisgarh,2021,3,bilaspur,TOTAL,5603933,8478327761.385537
chhattisgarh,2021,3,janjgir champa,TOTAL,3691134,6044129725.467278
chhattisgarh,2021,3,raigarh,TOTAL,3676121,6178904602.829477
chhattisgarh,2021,3,korba,TOTAL,3562384,5269832115.824791
chhattisgarh,2021,3,rajnandgaon,TOTAL,2353407,3963184198.405422
chhattisgarh,2021,3,surguja,TOTAL,2006253,3418441123.0492086
chhattisgarh,2021,3,baloda bazar,TOTAL,1923490,3285959111.6154323
chhattisgarh,2021,3,mahasamund,TOTAL,1814073,3248154697.285629
chhattisgarh,2021,1,raipur,TOTAL,10625343,17249749779.092148
chhattisgarh,2021,1,durg,TOTAL,5455260,7697855739.555682
chhattisgarh,2021,1,bilaspur,TOTAL,3400745,5548981180.581254
chhattisgarh,2021,1,janjgir champa,TOTAL,2237748,4086540675.2864065
chhattisgarh,2021,1,raigarh,TOTAL,2237708,4233022686.648001
chhattisgarh,2021,1,korba,TOTAL,2152362,3547673112.8294754
chhattisgarh,2021,1,rajnandgaon,TOTAL,1390205,2509162848.912773
chhattisgarh,2021,1,surguja,TOTAL,1195343,2299690489.114688
chhattisgarh,2021,1,baloda bazar,TOTAL,1102370,2084677637.5493598
chhattisgarh,2021,1,mahasamund,TOTAL,1084511,2220399814.3984013
lakshadweep,2019,4,lakshadweep,TOTAL,3765,11269913.40492385
lakshadweep,2019,2,lakshadweep,TOTAL,2926,9242524.13698889
lakshadweep,2019,3,lakshadweep,TOTAL,3104,9651761.46376847
lakshadweep,2019,1,lakshadweep,TOTAL,2481,8786130.479338996
lakshadweep,2022,4,lakshadweep,TOTAL,17147,54813873.614936255
lakshadweep,2022,2,lakshadweep,TOTAL,17569,55929601.98990567
lakshadweep,2022,3,lakshadweep,TOTAL,15241,47580009.61750026
lakshadweep,2022,1,lakshadweep,TOTAL,16397,54939432.65393007
lakshadweep,2018,4,lakshadweep,TOTAL,1642,4463213.698222831
lakshadweep,2018,2,lakshadweep,TOTAL,2132,6187809.539400538
lakshadweep,2018,3,lakshadweep,TOTAL,1703,4339032.311985849
lakshadweep,2018,1,lakshadweep,TOTAL,778,1928611.1808777403
lakshadweep,2020,4,lakshadweep,TOTAL,11650,30111317.917080387
lakshadweep,2020,2,lakshadweep,TOTAL,7220,16942922.08594439
lakshadweep,2020,3,lakshadweep,TOTAL,8589,21306833.308656827
lakshadweep,2020,1,lakshadweep,TOTAL,5151,13502368.574504208
lakshadweep,2021,4,lakshadweep,TOTAL,15470,50998185.528381005
lakshadweep,2021,2,lakshadweep,TOTAL,11384,27383463.65795153
lakshadweep,2021,3,lakshadweep,TOTAL,13370,38803163.698768154
lakshadweep,2021,1,lakshadweep,TOTAL,9085,27042782.914081156
kerala,2019,4,ernakulam,TOTAL,3714876,6519567750.700623
kerala,2019,4,thiruvananthapuram,TOTAL,1653618,2665386104.807865
kerala,2019,4,thrissur,TOTAL,1136317,2093913336.2620661
kerala,2019,4,kozhikode,TOTAL,1048192,1646744139.5471349
kerala,2019,4,malappuram,TOTAL,888327,1440292240.0345955
kerala,2019,4,kollam,TOTAL,625681,942036912.2773268
kerala,2019,4,kottayam,TOTAL,621352,1132028895.1782436
kerala,2019,4,kannur,TOTAL,616688,1017939385.5907226
kerala,2019,4,palakkad,TOTAL,607193,1069460193.0190685
kerala,2019,4,alappuzha,TOTAL,581762,859960789.4064287
kerala,2019,2,ernakulam,TOTAL,2327469,4150046405.233533
kerala,2019,2,thiruvananthapuram,TOTAL,897152,1608596589.681378
kerala,2019,2,thrissur,TOTAL,768852,1369632612.6536586
kerala,2019,2,malappuram,TOTAL,575048,950964374.0589199
kerala,2019,2,kozhikode,TOTAL,540752,968227341.5065465
kerala,2019,2,kottayam,TOTAL,373169,682101020.9961852
kerala,2019,2,palakkad,TOTAL,358416,674063610.1443211
kerala,2019,2,kannur,TOTAL,350753,624420173.4544072
kerala,2019,2,kollam,TOTAL,285888,508491310.8754553
kerala,2019,2,alappuzha,TOTAL,282582,473109181.5959674
kerala,2019,3,ernakulam,TOTAL,2730518,5157574846.841607
kerala,2019,3,thiruvananthapuram,TOTAL,1210326,2114421209.9453459
kerala,2019,3,thrissur,TOTAL,913742,1653044268.9504735
kerala,2019,3,kozhikode,TOTAL,791143,1229904356.4614897
kerala,2019,3,malappuram,TOTAL,669092,1122314397.733013
kerala,2019,3,palakkad,TOTAL,468478,831397770.4387538
kerala,2019,3,kannur,TOTAL,467512,801246829.2133518
kerala,2019,3,kottayam,TOTAL,455029,868646787.5281065
kerala,2019,3,kollam,TOTAL,434861,713019785.4366323
kerala,2019,3,alappuzha,TOTAL,412404,649647317.8447716
kerala,2019,1,ernakulam,TOTAL,1657527,2766048426.726511
kerala,2019,1,thiruvananthapuram,TOTAL,736407,1242525637.5853531
kerala,2019,1,kozhikode,TOTAL,705959,1018056389.0463976
kerala,2019,1,malappuram,TOTAL,695313,892807636.0664955
kerala,2019,1,thrissur,TOTAL,583045,940781808.7837636
kerala,2019,1,palakkad,TOTAL,390957,618358114.4295684
kerala,2019,1,kottayam,TOTAL,348566,558480707.3401135
kerala,2019,1,kannur,TOTAL,309217,493947068.763232
kerala,2019,1,kollam,TOTAL,267030,424402104.3678213
kerala,2019,1,alappuzha,TOTAL,252186,388624847.98847747
kerala,2022,4,ernakulam,TOTAL,39069167,44933855503.73201
kerala,2022,4,thrissur,TOTAL,12802574,16539944197.055008
kerala,2022,4,malappuram,TOTAL,12667960,16133583076.643559
kerala,2022,4,thiruvananthapuram,TOTAL,12176949,16386992625.195726
kerala,2022,4,kozhikode,TOTAL,11205522,14187898844.87042
kerala,2022,4,kollam,TOTAL,7022669,10513248742.581398
kerala,2022,4,palakkad,TOTAL,6558445,9566627508.647114
kerala,2022,4,kottayam,TOTAL,6551967,9198738854.992409
kerala,2022,4,kannur,TOTAL,6407573,9291348716.042475
kerala,2022,4,alappuzha,TOTAL,6094707,8414450111.973735
kerala,2022,2,ernakulam,TOTAL,32257485,40076176147.54245
kerala,2022,2,malappuram,TOTAL,11218062,15235042406.963663
kerala,2022,2,kozhikode,TOTAL,10478852,15005755668.418482
kerala,2022,2,thiruvananthapuram,TOTAL,8942858,13552082447.365555
kerala,2022,2,thrissur,TOTAL,8767715,13850991972.685726
kerala,2022,2,kollam,TOTAL,5799455,10109273068.99764
kerala,2022,2,kannur,TOTAL,5415196,8864093942.922422
kerala,2022,2,palakkad,TOTAL,4998295,8233196635.528811
kerala,2022,2,kottayam,TOTAL,4440370,7095672952.24407
kerala,2022,2,alappuzha,TOTAL,4151240,6503782725.4786625
kerala,2022,3,ernakulam,TOTAL,35009862,41683362156.46341
